,Country,Beer_Servings,Spirit_Servings,Wine_Servings,Total_L_Pure_Alcohol,Life_Expectancy (LED),Adult_Mortality,BMI,GDP,Population,HDI,Schooling,Region,Happiness_Score,GDP,Social_Support,Life_Expectancy (Happiness),Freedom_Score,Generosity,Corruption_Score,Happiness (Dystopia)
119,Myanmar,5.0,1.0,0.0,0.1,66.6,199.0,23.8,1194.5913699999999,5243669.0,0.552,9.1,Southeast Asia,4.308000088,8.680481911000001,0.78440702,58.96171188,0.895075202,0.560663998,0.645124316,1.9723167419999998
120,Namibia,376.0,3.0,1.0,6.8,65.8,248.0,35.7,4737.66996,2425561.0,0.637,11.7,Sub-Saharan Africa,4.571100235,9.203141212,0.846880972,56.50148773,0.767520964,-0.18530646,0.8514497879999999,1.9723167419999998
121,Nauru,49.0,0.0,8.0,1.0,,,,,,,,,,,,,,,,
122,Nepal,5.0,6.0,0.0,0.2,69.2,165.0,19.1,743.7653489,28656282.0,0.555,12.2,South Asia,5.137199879,7.925357342000001,0.785512447,63.77917862,0.797565043,0.154168829,0.7380991579999999,1.9723167419999998
123,Netherlands,251.0,88.0,190.0,9.4,81.9,57.0,62.1,44292.88473,16939923.0,0.9229999999999999,18.1,Western Europe,7.448900223,10.81271172,0.93913883,72.30091858,0.908547819,0.20761244,0.364717126,1.9723167419999998
124,New Zealand,203.0,79.0,175.0,9.3,81.6,66.0,67.5,3821.8937,,0.9129999999999999,19.2,North America and ANZ,7.2996001239999995,10.50094318,0.9491189720000001,73.20262909,0.9362174870000001,0.191598073,0.22113885,1.9723167419999998
125,Nicaragua,78.0,118.0,1.0,3.5,74.8,145.0,54.0,295.96648799999997,68235.0,0.642,11.7,Latin America and Caribbean,6.13710022,8.493160247999999,0.8574970359999999,67.50717926,0.8639028670000001,0.020959141,0.665950119,1.9723167419999998
126,Niger,3.0,2.0,1.0,0.1,61.8,22.0,19.3,358.99731,19896965.0,0.35100000000000003,5.4,Sub-Saharan Africa,4.909599781,6.842166901000001,0.617435038,53.50009537,0.759772122,0.013860817,0.722530186,1.9723167419999998
127,Nigeria,42.0,5.0,2.0,9.1,54.5,344.0,25.4,2655.157977,181181744.0,0.525,10.0,Sub-Saharan Africa,4.724100113,8.57662487,0.73721689,49.86190796,0.759578407,0.033745807,0.861874342,1.9723167419999998
128,Niue,188.0,200.0,7.0,7.0,,,,,,,,,,,,,,,,
129,Norway,169.0,71.0,129.0,6.7,81.8,59.0,61.2,7455.246540000001,518867.0,0.948,17.7,Western Europe,7.487999916000001,11.08780384,0.952486575,73.20078278,0.955750287,0.13453263,0.26321819399999996,1.9723167419999998
130,Oman,22.0,16.0,1.0,0.7,76.6,99.0,54.6,16627.36433,,0.795,13.7,,,,,,,,,
131,Pakistan,0.0,0.0,0.0,0.0,66.4,161.0,25.4,1431.2448650000001,18938513.0,0.5479999999999999,8.1,South Asia,5.69329977,8.482727051,0.689062297,58.25313568,0.734833717,0.04489987,0.7457054259999999,1.9723167419999998
132,Palau,306.0,63.0,23.0,6.9,,,,,,,,,,,,,,,,
133,Panama,285.0,104.0,18.0,7.2,77.8,118.0,57.8,13134.4367,3969249.0,0.785,13.0,Latin America and Caribbean,6.304800033999999,10.03423405,0.902094483,69.60301208,0.880366504,-0.153927714,0.851588905,1.9723167419999998
134,Papua New Guinea,44.0,39.0,1.0,1.5,62.9,275.0,48.6,,7919825.0,0.515,10.0,,,,,,,,,
135,Paraguay,213.0,117.0,74.0,7.3,74.0,146.0,5.2,419.367724,6639119.0,0.6920000000000001,12.3,Latin America and Caribbean,5.6921000479999995,9.389982224,0.8987278940000001,65.63993835,0.885923445,0.007997713,0.8347885009999999,1.9723167419999998
136,Peru,163.0,160.0,21.0,6.1,75.5,123.0,55.6,63.343258999999996,31376671.0,0.737,13.4,Latin America and Caribbean,5.796800137000001,9.456313133,0.8310752509999999,68.10023499,0.8247660990000001,-0.16238822,0.8937149640000001,1.9723167419999998
137,Philippines,71.0,186.0,1.0,4.6,68.5,211.0,25.4,2878.33837,11716359.0,0.679,11.7,Southeast Asia,6.006000042,8.993545532,0.8467300529999999,61.92676163,0.915463448,-0.105463006,0.7336341140000001,1.9723167419999998
138,Poland,343.0,215.0,56.0,10.9,77.5,117.0,61.7,12565.9876,37986412.0,0.852,16.4,Central and Eastern Europe,6.1862998010000005,10.26512432,0.874257445,69.31113434,0.8620557790000001,-0.205084071,0.6869270209999999,1.9723167419999998
139,Portugal,194.0,67.0,339.0,11.0,81.1,76.0,61.6,1922.681,135876.0,0.841,16.6,Western Europe,5.9109001160000005,10.26374245,0.8865907190000001,72.40202332,0.8887478109999999,-0.220714301,0.8926295040000001,1.9723167419999998
140,Qatar,1.0,42.0,7.0,0.9,78.2,68.0,69.3,66346.52267,,0.855,13.4,,,,,,,,,
141,South Korea,140.0,16.0,9.0,9.8,82.3,64.0,31.7,,,,,East Asia,5.872399807000001,10.51056671,0.7993871570000001,73.60272979999999,0.6129651070000001,-0.043404032,0.789067447,1.9723167419999998
142,Moldova,109.0,226.0,18.0,6.3,72.1,157.0,53.4,,,,,Commonwealth of Independent States,5.607500076,8.776714325,0.843313575,65.01301575,0.721609175,-0.037741039,0.913314283,1.9723167419999998
143,Romania,297.0,122.0,167.0,10.4,75.0,133.0,6.7,8958.788593000001,19815481.0,0.7979999999999999,14.7,Central and Eastern Europe,6.123700142000001,10.107584,0.8251615170000001,67.20723724,0.842823207,-0.19781521,0.9343002440000001,1.9723167419999998
144,Russia,247.0,326.0,73.0,11.5,75.0,222.0,6.5,9329.298351000001,1449687.0,0.805,15.0,Commonwealth of Independent States,5.546000004,10.12887192,0.903150737,64.10045624,0.729892612,-0.151153743,0.864802599,1.9723167419999998
145,Rwanda,43.0,2.0,0.0,6.8,66.1,227.0,21.4,71.34839699999999,11629553.0,0.493,10.8,Sub-Saharan Africa,3.312299967,7.600104332000001,0.54083544,61.09884644,0.9005894059999999,0.055483952,0.183541179,1.9723167419999998
146,St. Kitts & Nevis,194.0,205.0,32.0,7.7,,,,,,,,,,,,,,,,
147,St. Lucia,171.0,315.0,71.0,10.1,75.2,138.0,47.5,,,0.735,13.1,,,,,,,,,
148,St. Vincent & the Grenadines,120.0,221.0,11.0,6.3,73.2,156.0,54.1,,,0.72,13.3,,,,,,,,,
149,Samoa,105.0,18.0,24.0,2.6,74.0,125.0,74.7,4149.363444,193759.0,0.7020000000000001,12.9,,,,,,,,,
150,San Marino,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
151,Sao Tome & Principe,56.0,38.0,140.0,4.2,67.5,19.0,3.9,1624.6396300000001,195553.0,0.565,11.2,,,,,,,,,
152,Saudi Arabia,0.0,5.0,0.0,0.1,74.5,88.0,68.2,2732.86172,,0.845,16.1,Middle East and North Africa,6.406499863,10.79781246,0.874067068,66.30514526,0.854191244,-0.16869506199999998,0.682619512,1.9723167419999998
153,Senegal,9.0,1.0,7.0,0.3,66.7,188.0,24.3,98.7256145,14976994.0,0.491,9.5,Sub-Saharan Africa,4.980800152,8.118982315,0.723616004,59.59915161,0.6905961629999999,-0.052335154,0.808785141,1.9723167419999998
154,Serbia,283.0,131.0,127.0,9.6,75.6,121.0,6.0,5237.255334,795383.0,0.775,14.4,Central and Eastern Europe,5.77820015,9.680980682000001,0.881475747,68.21020508,0.726495862,-0.073676221,0.843509018,1.9723167419999998
155,Seychelles,157.0,25.0,51.0,4.1,73.2,168.0,37.4,1539.464,93419.0,0.7809999999999999,14.1,,,,,,,,,
156,Sierra Leone,25.0,3.0,2.0,6.7,51.0,413.0,24.4,587.538233,723725.0,0.431,9.5,Sub-Saharan Africa,3.926399946,7.26880312,0.636142015,50.86514282,0.715315044,0.088660747,0.861330688,1.9723167419999998
157,Singapore,60.0,12.0,11.0,1.5,83.1,55.0,33.2,53629.737460000004,,0.924,15.4,Southeast Asia,6.377099991000001,11.39552116,0.9102689620000001,76.80458069,0.926645339,0.029879224,0.109784193,1.9723167419999998
158,Slovakia,196.0,293.0,116.0,11.4,76.7,19.0,59.1,,,0.8420000000000001,15.0,Central and Eastern Europe,6.280600071,10.34774971,0.9224937559999999,68.90634155,0.7499526740000001,-0.12440930300000001,0.918096125,1.9723167419999998
159,Slovenia,270.0,51.0,276.0,10.6,88.0,74.0,6.1,2729.8638300000002,263531.0,0.888,17.3,Central and Eastern Europe,6.363399982000001,10.39232254,0.939575672,71.1029892,0.936142623,-0.080603383,0.817071021,1.9723167419999998
160,Solomon Islands,56.0,11.0,1.0,1.2,69.2,177.0,5.5,1922.41388,587482.0,0.514,9.6,,,,,,,,,
161,Somalia,0.0,0.0,0.0,0.0,55.0,312.0,24.3,426.98537000000005,,,,,,,,,,,,
162,South Africa,225.0,76.0,81.0,8.2,62.9,328.0,51.1,5769.77258,5511976.68,0.665,13.0,Sub-Saharan Africa,4.814099789,9.403370857,0.8525322679999999,56.50601196,0.7593300940000001,-0.10977732400000001,0.843423843,1.9723167419999998
163,Spain,284.0,157.0,112.0,10.0,82.8,56.0,66.6,25683.84565,46447697.0,0.882,17.7,Western Europe,6.4008998870000005,10.46292686,0.921125412,74.40270996,0.751989543,-0.050961714000000005,0.765859902,1.9723167419999998
164,Sri Lanka,16.0,104.0,0.0,2.2,,,,,,,,South Asia,4.327000141,9.389969826,0.825374067,67.20006561,0.837633669,0.081129618,0.859001756,1.9723167419999998
165,Sudan,8.0,13.0,0.0,1.7,64.1,225.0,,2513.884661,3864783.0,0.488,7.2,,,,,,,,,
166,Suriname,128.0,178.0,7.0,5.6,71.6,176.0,58.3,8818.982565999999,55328.0,0.723,12.7,,,,,,,,,
167,Swaziland,90.0,2.0,2.0,4.7,58.9,373.0,32.3,3136.92511,131911.0,0.541,11.4,Sub-Saharan Africa,4.3081002239999995,9.16267395,0.7702901959999999,51.18823624,0.646822274,-0.19920142,0.708263338,1.9723167419999998
168,Sweden,152.0,60.0,186.0,7.2,82.4,53.0,59.5,5585.258470000001,9799186.0,0.909,15.9,Western Europe,7.353499889,10.75879383,0.926311195,72.60076904,0.939144194,0.111614622,0.250880182,1.9723167419999998
169,Switzerland,185.0,100.0,280.0,10.2,83.4,49.0,57.4,8989.8424,8282396.0,0.938,16.0,Western Europe,7.559899807000001,10.97993279,0.942846596,74.10244751,0.921336651,0.105911039,0.303728431,1.9723167419999998
170,Syria,5.0,35.0,16.0,1.0,64.5,293.0,57.1,,18734987.0,0.5529999999999999,9.0,,,,,,,,,
171,Tajikistan,2.0,15.0,0.0,0.3,69.7,161.0,4.7,918.6771543,8548651.0,0.625,11.3,Commonwealth of Independent States,5.555699825,8.024810791,0.835297108,64.10459137,0.831383407,-0.025088511,0.5920760629999999,1.9723167419999998
172,Thailand,99.0,258.0,1.0,6.4,74.9,148.0,33.6,5814.863134,686576.0,0.738,13.6,Southeast Asia,5.9987998010000005,9.741791725,0.8899732229999999,67.25059509,0.905063033,0.268685192,0.8862723109999999,1.9723167419999998
173,Macedonia,106.0,27.0,86.0,3.9,75.7,12.0,6.3,,,0.746,12.9,Central and Eastern Europe,5.1598000530000006,9.510591507000001,0.820392311,67.50442505,0.738840938,-0.019877451,0.8974905009999999,1.9723167419999998
174,Timor-Leste,1.0,1.0,4.0,0.1,68.3,152.0,17.4,1161.76935,124977.0,0.603,12.5,,,,,,,,,
175,Togo,36.0,2.0,19.0,1.3,59.9,287.0,24.3,551.138346,741682.0,0.484,12.0,Sub-Saharan Africa,4.187200069,7.357711315,0.551312625,54.71989822,0.6498286129999999,0.002667875,0.7577334640000001,1.9723167419999998
176,Tonga,36.0,21.0,5.0,1.1,73.5,133.0,75.2,493.775387,16364.0,0.718,14.3,,,,,,,,,
177,Trinidad & Tobago,197.0,156.0,7.0,6.4,71.2,17.0,47.1,17321.833730000002,13692.0,0.779,12.7,Latin America and Caribbean,6.1918997760000005,10.26000214,0.91529417,63.5,0.8579071159999999,0.000526841,0.9122306109999999,1.9723167419999998
178,Tunisia,51.0,3.0,20.0,1.3,75.3,1.0,61.2,3828.9158899999998,11273661.0,0.723,14.6,Middle East and North Africa,4.392199993,9.314972877999999,0.6887185570000001,66.89785767,0.593361557,-0.216413811,0.867590249,1.9723167419999998
179,Turkey,51.0,22.0,7.0,1.4,75.8,16.0,66.1,1979.52569,78271472.0,0.764,14.5,Middle East and North Africa,5.131800175,10.12941933,0.826313555,66.90281677,0.6088304520000001,-0.17104643600000002,0.748197377,1.9723167419999998
180,Turkmenistan,19.0,71.0,32.0,2.2,66.3,215.0,48.6,6432.668768,5565284.0,0.688,10.8,Commonwealth of Independent States,5.119100093999999,9.74803257,0.958966196,62.21170807,0.8264570240000001,0.187671542,0.883691847,1.9723167419999998
181,Tuvalu,6.0,41.0,9.0,1.0,,,,,,,,,,,,,,,,
182,Uganda,45.0,9.0,0.0,8.3,62.3,291.0,18.5,693.8963828999999,414487.0,0.488,10.0,Sub-Saharan Africa,4.43200016,7.500389576,0.7649946209999999,55.70820236,0.7317139509999999,0.099487431,0.8367378120000001,1.9723167419999998
183,Ukraine,206.0,237.0,45.0,8.9,71.3,195.0,61.3,2124.662666,4515429.0,0.748,15.3,Commonwealth of Independent States,4.56069994,9.010690689,0.878879368,64.60678101,0.663081884,-0.030933706000000002,0.920636714,1.9723167419999998
184,United Arab Emirates,16.0,135.0,5.0,2.8,77.1,75.0,64.2,3911.74689,,0.836,13.3,Middle East and North Africa,6.790800095,11.1099987,0.8491811159999999,67.08278656,0.941345513,0.123450845,0.594502211,1.9723167419999998
185,United Kingdom,219.0,126.0,195.0,10.4,81.2,69.0,66.6,,,,,Western Europe,7.164500237,10.60013485,0.93668282,72.30160522,0.834743679,0.263732493,0.43591591700000004,1.9723167419999998
186,Tanzania,36.0,6.0,1.0,5.7,61.8,279.0,23.8,,,,,Sub-Saharan Africa,3.4762001039999997,7.967665195,0.6889331940000001,57.49607468,0.82153976,0.10966868699999999,0.619799435,1.9723167419999998
187,United States of America,249.0,158.0,84.0,8.7,79.3,13.0,69.6,,,,,,,,,,,,,
188,Uruguay,115.0,35.0,220.0,6.6,77.0,116.0,64.0,15524.84247,3431552.0,0.794,15.5,Latin America and Caribbean,6.440100192999999,9.948192596,0.92281127,69.00254822,0.892395437,-0.101103112,0.635994136,1.9723167419999998
189,Uzbekistan,25.0,101.0,8.0,2.4,69.4,184.0,44.7,2137.576852,312989.0,0.6970000000000001,12.1,Commonwealth of Independent States,6.257599831,8.740371704,0.926595807,65.10757446,0.974998116,0.248427153,0.501497388,1.9723167419999998
190,Vanuatu,21.0,18.0,11.0,0.9,72.0,13.0,53.3,285.83414,26463.0,0.598,10.8,,,,,,,,,
191,Venezuela,333.0,100.0,3.0,7.7,74.1,157.0,62.1,,,0.769,14.3,Latin America and Caribbean,5.053199768,8.977793693999999,0.890408158,66.50534058,0.62327832,-0.16909050899999997,0.837038398,1.9723167419999998
192,Vietnam,111.0,2.0,1.0,2.0,,,,,,,,Southeast Asia,5.353499889,8.809545517,0.849987149,67.95273590000001,0.939592957,-0.094533332,0.79642123,1.9723167419999998
193,Yemen,6.0,0.0,0.0,0.1,65.7,224.0,41.3,,,0.499,9.0,Middle East and North Africa,3.5274000169999997,7.759682655,0.817980587,56.72728348,0.599920273,-0.157735437,0.800287724,1.9723167419999998
194,Zambia,32.0,19.0,4.0,2.5,61.8,33.0,23.4,1313.889646,161587.0,0.5760000000000001,12.5,Sub-Saharan Africa,3.759399891,8.224720001,0.698824465,55.29937744,0.806500256,0.078037128,0.801289678,1.9723167419999998
195,Zimbabwe,64.0,18.0,4.0,4.7,67.0,336.0,31.8,118.69383,15777451.0,0.507,10.3,Sub-Saharan Africa,3.2992000580000003,7.865711688999999,0.7630927559999999,55.61725998,0.711457908,-0.072063953,0.81023699,1.9723167419999998
196,Czechia,,,,,78.8,86.0,66.1,,,,,,,,,,,,,
197,DemocraticPeople'sSouth Korea,,,,,76.0,139.0,32.9,,,,,,,,,,,,,
198,South Sudan,,,,,57.3,332.0,,758.725782,11882136.0,0.42100000000000004,4.9,Sub-Saharan Africa,2.8166000839999996,7.425359726,0.553707123,51.0,0.451313615,0.016518548,0.7634173040000001,1.9723167419999998
199,SriLanka,,,,,74.9,138.0,23.4,3844.8912299999997,2966.0,0.764,14.0,,,,,,,,,
200,VietNam,,,,,76.0,127.0,17.5,,,0.6779999999999999,12.6,,,,,,,,,
201,United States,,,,,,,,,,,,North America and ANZ,6.939599991000001,10.92576885,0.914219022,68.29949951,0.842619538,0.149891734,0.6997153159999999,1.9723167419999998
202,Taiwan,,,,,,,,,,,,East Asia,6.45539999,10.77568531,0.894309103,69.59999847,0.77153033,-0.07319869799999999,0.73188293,1.9723167419999998
203,Kosovo,,,,,,,,,,,,Central and Eastern Europe,6.325200081,9.204429626,0.8207265140000001,63.88555527,0.861535907,0.19093376399999998,0.922328293,1.9723167419999998
204,North Cyprus,,,,,,,,,,,,Western Europe,5.53550005,10.40570259,0.820356607,73.70222473,0.79529351,0.00022715900000000003,0.62611568,1.9723167419999998
205,Hong Kong,,,,,,,,,,,,East Asia,5.510399818,10.934671400000001,0.8459690809999999,76.77170563,0.7798337940000001,0.134979904,0.420607209,1.9723167419999998
206,Palestinian Territories,,,,,,,,,,,,Middle East and North Africa,4.552800179,8.389223099,0.825295925,62.25,0.645791829,-0.162079096,0.824199975,1.9723167419999998
