,Country,Happiness_Score,GDP,Social_Support,Life_Expectancy (Happiness),Freedom_Score,Generosity,Corruption_Score,Happiness (Dystopia),Beer_Servings,Spirit_Servings,Wine_Servings,Total_L_Pure_Alcohol,Life_Expectancy (LED),Adult_Mortality,infantdeaths,GDP_Health_Gov_Expenditure (%),HepatitisB,Measles,BMI,under-fivedeaths,Polio,Diphtheria,HIV/AIDS,GDP,Population,thinness1-19years,thinness5-9years,HDI,Schooling
73,Kyrgyzstan,5.541500092000001,8.148405075,0.8872284890000001,64.10601044,0.909374893,0.15477205800000002,0.888396084,1.9723167419999998,31.0,97.0,6.0,2.4,71.1,166.0,3.0,0.0,97.0,17779.0,44.9,3.0,97.0,97.0,0.1,7343.770473535714,12796652.364,3.3,3.4,0.662,13.0
74,Belarus,5.539899826,9.779945374,0.90674746,66.10433197,0.6391630770000001,-0.164926544,0.63571167,1.9723167419999998,142.0,373.0,42.0,14.4,72.3,196.0,0.0,0.0,99.0,2.0,62.3,0.0,99.0,99.0,0.1,5949.1167700000005,9489616.0,1.9,2.0,0.7979999999999999,15.6
75,North Cyprus,5.53550005,10.40570259,0.820356607,73.70222473,0.79529351,0.00022715900000000003,0.62611568,1.9723167419999998,112.98648648648648,77.83108108108108,54.945945945945944,5.0027027027027025,71.8109589041096,154.05479452054794,29.671232876712327,2.98804693369863,80.9051094890511,1824.2671232876712,42.298620689655166,39.21917808219178,83.5958904109589,83.75342465753425,0.7328767123287672,7343.770473535714,12796652.364,4.493103448275862,4.49448275862069,0.6994604316546762,13.14820143884892
76,Greece,5.514999866,10.13232613,0.8143803479999999,72.40525818,0.5413451189999999,-0.30090737300000003,0.8599314090000001,1.9723167419999998,133.0,112.0,218.0,8.3,81.0,72.0,0.0,0.0,96.0,1.0,66.5,0.0,99.0,99.0,0.1,187.78991000000002,182883.0,0.8,0.7,0.865,17.2
77,Hong Kong,5.510399818,10.934671400000001,0.8459690809999999,76.77170563,0.7798337940000001,0.134979904,0.420607209,1.9723167419999998,112.98648648648648,77.83108108108108,54.945945945945944,5.0027027027027025,71.8109589041096,154.05479452054794,29.671232876712327,2.98804693369863,80.9051094890511,1824.2671232876712,42.298620689655166,39.21917808219178,83.5958904109589,83.75342465753425,0.7328767123287672,7343.770473535714,12796652.364,4.493103448275862,4.49448275862069,0.6994604316546762,13.14820143884892
78,Croatia,5.504700184,10.07087517,0.874623716,70.21490479,0.714838803,-0.128538325,0.916495264,1.9723167419999998,230.0,87.0,254.0,10.2,78.0,95.0,0.0,0.0,94.0,206.0,63.7,0.0,94.0,94.0,0.1,11579.6674,42364.0,1.5,1.4,0.823,15.3
79,Libya,5.488800049,9.789815903,0.8259429340000001,62.29999924,0.773157001,-0.085054487,0.668779135,1.9723167419999998,0.0,0.0,0.0,0.0,72.7,138.0,1.0,0.0,97.0,82.0,64.8,2.0,97.0,97.0,0.1,7343.770473535714,12796652.364,5.8,5.5,0.7190000000000001,13.4
80,Mongolia,5.4562001229999995,9.412186623,0.9371424909999999,62.30448532,0.693351328,0.09809386699999999,0.863511205,1.9723167419999998,77.0,189.0,8.0,4.9,68.8,222.0,1.0,0.0,99.0,20359.0,52.7,1.0,99.0,99.0,0.1,3944.1839,2976877.0,2.2,2.3,0.733,14.8
81,Malaysia,5.384300232,10.26251888,0.816509426,67.10215759,0.8946268559999999,0.11472679699999999,0.8393023009999999,1.9723167419999998,13.0,4.0,0.0,0.3,75.0,123.0,4.0,0.0,99.0,1318.0,4.6,4.0,99.0,99.0,0.1,9643.644683,3723155.0,7.5,7.3,0.787,13.1
82,Vietnam,5.353499889,8.809545517,0.849987149,67.95273590000001,0.939592957,-0.094533332,0.79642123,1.9723167419999998,111.0,2.0,1.0,2.0,71.8109589041096,154.05479452054794,29.671232876712327,2.98804693369863,80.9051094890511,1824.2671232876712,42.298620689655166,39.21917808219178,83.5958904109589,83.75342465753425,0.7328767123287672,7343.770473535714,12796652.364,4.493103448275862,4.49448275862069,0.6994604316546762,13.14820143884892
83,Indonesia,5.285600185,9.36975193,0.808379889,62.15584946,0.8706144090000001,0.519586504,0.876296401,1.9723167419999998,5.0,1.0,0.0,0.1,69.1,176.0,114.0,0.0,78.0,15099.0,27.4,136.0,8.0,78.0,0.3,3336.1668600000003,258162113.0,1.4,1.2,0.6859999999999999,12.9
84,Ivory Coast,5.233300208999999,8.225561142,0.658048689,49.50377274,0.727909327,-0.043991156,0.7907719609999999,1.9723167419999998,37.0,1.0,7.0,4.0,53.3,397.0,57.0,0.0,83.0,65.0,28.0,79.0,81.0,83.0,1.9,7343.770473535714,12796652.364,5.5,5.5,0.6994604316546762,13.14820143884892
85,Benin,5.21600008,7.674319744,0.46867114299999996,54.31246567,0.735182583,-0.003537213,0.7405325770000001,1.9723167419999998,34.0,4.0,13.0,1.1,60.0,249.0,25.0,0.0,82.0,55.0,25.7,39.0,78.0,82.0,1.0,783.94791,1575952.0,6.9,6.8,0.48100000000000004,10.7
86,Maldives,5.197599888,9.518632889,0.91316092,70.59999847,0.8539627790000001,0.038085497999999995,0.824211061,1.9723167419999998,0.0,0.0,0.0,0.0,78.5,61.0,0.0,0.0,99.0,0.0,27.4,0.0,99.0,99.0,0.1,8395.785198,49163.0,13.6,13.6,0.701,12.7
87,Congo,5.1943998339999995,8.536987305,0.6402280929999999,57.92448044,0.7190585140000001,-0.123674095,0.7517790790000001,1.9723167419999998,76.0,1.0,9.0,1.7,64.7,267.0,7.0,0.0,8.0,1359.0,27.4,10.0,8.0,8.0,2.8,7343.770473535714,12796652.364,7.5,7.1,0.59,11.1
88,Congo,5.1943998339999995,8.536987305,0.6402280929999999,57.92448044,0.7190585140000001,-0.123674095,0.7517790790000001,1.9723167419999998,76.0,1.0,9.0,1.7,59.8,258.0,236.0,0.0,81.0,5020.0,21.6,308.0,78.0,81.0,1.1,7343.770473535714,12796652.364,9.5,9.3,0.6994604316546762,13.14820143884892
89,Azerbaijan,5.164800167,9.687726974,0.819308281,65.50839996,0.786824107,-0.24025528100000001,0.55253756,1.9723167419999998,21.0,46.0,5.0,1.3,72.7,118.0,5.0,0.0,96.0,0.0,52.5,6.0,98.0,96.0,0.1,55.31381999999999,9649341.0,2.8,2.9,0.758,12.7
90,Macedonia,5.1598000530000006,9.510591507000001,0.820392311,67.50442505,0.738840938,-0.019877451,0.8974905009999999,1.9723167419999998,106.0,27.0,86.0,3.9,75.7,12.0,0.0,0.0,92.0,1.0,6.3,0.0,92.0,91.0,0.1,7343.770473535714,12796652.364,2.1,2.1,0.746,12.9
91,Ghana,5.1479997630000005,8.350645065,0.728601098,57.20398712,0.794796526,0.09417085300000001,0.8479647640000001,1.9723167419999998,31.0,3.0,10.0,1.8,62.4,249.0,37.0,0.0,88.0,23.0,28.6,52.0,88.0,88.0,0.7,1361.11395,27582821.0,6.2,6.1,0.575,11.4
92,Nepal,5.137199879,7.925357342000001,0.785512447,63.77917862,0.797565043,0.154168829,0.7380991579999999,1.9723167419999998,5.0,6.0,0.0,0.2,69.2,165.0,17.0,0.0,91.0,1599.0,19.1,21.0,9.0,91.0,0.1,743.7653489,28656282.0,15.7,16.1,0.555,12.2
93,Turkey,5.131800175,10.12941933,0.826313555,66.90281677,0.6088304520000001,-0.17104643600000002,0.748197377,1.9723167419999998,51.0,22.0,7.0,1.4,75.8,16.0,15.0,0.0,97.0,342.0,66.1,18.0,97.0,97.0,0.1,1979.52569,78271472.0,4.9,4.8,0.764,14.5
94,China,5.123899937,9.688568115,0.798760593,69.2891922,0.898517907,-0.18142575,0.7539710999999999,1.9723167419999998,79.0,192.0,8.0,5.0,76.1,85.0,157.0,0.0,99.0,42361.0,32.9,183.0,99.0,99.0,0.1,869.211938,137122.0,3.6,2.9,0.7340000000000001,13.5
95,Turkmenistan,5.119100093999999,9.74803257,0.958966196,62.21170807,0.8264570240000001,0.187671542,0.883691847,1.9723167419999998,19.0,71.0,32.0,2.2,66.3,215.0,6.0,0.0,99.0,0.0,48.6,7.0,99.0,99.0,0.1,6432.668768,5565284.0,3.3,3.3,0.688,10.8
96,Bulgaria,5.101500034,9.869318962000001,0.937840343,66.80397797,0.745178163,-0.143908441,0.9355851409999999,1.9723167419999998,231.0,252.0,94.0,10.3,74.5,137.0,0.0,0.0,92.0,0.0,65.7,1.0,91.0,91.0,0.1,6993.477359999999,7177991.0,1.9,1.8,0.792,15.0
97,Morocco,5.094799995,8.940313339,0.5926284789999999,65.89624023,0.772072434,-0.240377247,0.8157246109999999,1.9723167419999998,12.0,6.0,10.0,0.5,74.3,95.0,17.0,0.0,99.0,17.0,58.5,20.0,99.0,99.0,0.1,2847.285569,3483322.0,6.4,6.2,0.645,12.1
98,Cameroon,5.084899902,8.118647575,0.700386405,52.704940799999996,0.7630518079999999,-0.00149645,0.8513365979999999,1.9723167419999998,147.0,1.0,4.0,5.8,57.3,357.0,45.0,0.0,84.0,1809.0,29.0,68.0,83.0,84.0,3.5,1244.429421,22834522.0,5.6,5.5,0.514,10.4
99,Venezuela,5.053199768,8.977793693999999,0.890408158,66.50534058,0.62327832,-0.16909050899999997,0.837038398,1.9723167419999998,333.0,100.0,3.0,7.7,74.1,157.0,9.0,0.0,87.0,0.0,62.1,10.0,87.0,87.0,0.1,7343.770473535714,12796652.364,1.6,1.5,0.769,14.3
100,Algeria,5.005099773,9.537964821000001,0.8033851390000001,65.90517426,0.46661090899999996,-0.121105164,0.7354851370000001,1.9723167419999998,25.0,0.0,14.0,0.7,75.6,19.0,21.0,0.0,95.0,63.0,59.5,24.0,95.0,95.0,0.1,4132.76292,39871528.0,6.0,5.8,0.743,14.4
101,Senegal,4.980800152,8.118982315,0.723616004,59.59915161,0.6905961629999999,-0.052335154,0.808785141,1.9723167419999998,9.0,1.0,7.0,0.3,66.7,188.0,19.0,0.0,89.0,58.0,24.3,26.0,85.0,89.0,0.3,98.7256145,14976994.0,9.5,9.3,0.491,9.5
102,Guinea,4.949299812,7.750990391,0.637573481,54.46780014,0.7068467740000001,0.076328471,0.761794448,1.9723167419999998,9.0,0.0,2.0,0.2,59.0,284.0,26.0,0.0,54.0,243.0,23.3,40.0,42.0,54.0,0.5,554.48766,1291533.0,7.3,7.3,0.414,8.8
103,Niger,4.909599781,6.842166901000001,0.617435038,53.50009537,0.759772122,0.013860817,0.722530186,1.9723167419999998,3.0,2.0,1.0,0.1,61.8,22.0,49.0,0.0,65.0,7693.0,19.3,87.0,65.0,65.0,0.4,358.99731,19896965.0,9.6,9.4,0.35100000000000003,5.4
104,Laos,4.888599873,8.79858017,0.7375022170000001,58.70992279,0.907213569,0.11137148,0.634679317,1.9723167419999998,62.0,0.0,123.0,6.2,65.7,194.0,8.0,0.0,89.0,56.0,21.7,11.0,89.0,89.0,0.2,7343.770473535714,12796652.364,8.8,8.9,0.5820000000000001,10.8
105,Albania,4.882699966000001,9.417930603,0.671070457,68.70813751,0.7819942240000001,-0.042309489000000006,0.896303713,1.9723167419999998,89.0,132.0,54.0,4.9,77.8,74.0,0.0,364.9752287,99.0,0.0,58.0,0.0,99.0,99.0,0.1,3954.22783,28873.0,1.2,1.3,0.762,14.2
106,Cambodia,4.8484001160000005,8.249890327000001,0.773080647,61.52996826,0.9597046379999999,0.051911179,0.8227690459999999,1.9723167419999998,57.0,65.0,1.0,2.2,68.7,174.0,10.0,0.0,89.0,0.0,19.6,12.0,87.0,89.0,0.2,1163.18977,15517635.0,1.9,1.9,0.5579999999999999,10.9
107,Bangladesh,4.832799911,8.287063599,0.687292993,64.50306702,0.90062499,-0.033664726,0.661843538,1.9723167419999998,0.0,0.0,0.0,0.0,71.8,129.0,92.0,0.0,97.0,240.0,18.3,113.0,97.0,97.0,0.1,121.15812,1612886.0,17.9,18.3,0.575,10.2
108,Gabon,4.829299927,9.680537224,0.787886858,59.71533966,0.7048292159999999,-0.22226162300000002,0.8491509559999999,1.9723167419999998,347.0,98.0,59.0,8.9,66.0,229.0,2.0,0.0,8.0,27.0,36.3,3.0,79.0,8.0,2.7,7388.984144,193175.0,6.1,5.9,0.6940000000000001,12.6
109,South Africa,4.814099789,9.403370857,0.8525322679999999,56.50601196,0.7593300940000001,-0.10977732400000001,0.843423843,1.9723167419999998,225.0,76.0,81.0,8.2,62.9,328.0,42.0,0.0,75.0,17.0,51.1,52.0,75.0,75.0,3.6,5769.77258,5511976.68,4.4,5.3,0.665,13.0
110,Iraq,4.7848000530000006,9.661095619,0.7476949690000001,59.90354919,0.633182645,-0.06956476,0.82226181,1.9723167419999998,9.0,3.0,0.0,0.2,68.9,182.0,32.0,0.0,56.0,1433.0,59.1,38.0,63.0,58.0,0.1,4974.2693,36115649.0,5.3,5.1,0.649,10.1
111,Lebanon,4.771500111,9.3617239,0.824338138,67.10658264,0.5513575079999999,-0.06121527,0.90225625,1.9723167419999998,20.0,55.0,31.0,1.9,74.9,98.0,1.0,0.0,81.0,39.0,66.1,1.0,75.0,81.0,0.1,846.632851,5851479.0,4.9,4.9,0.763,13.3
112,Burkina Faso,4.768700123,7.46854496,0.7129436140000001,53.88945389,0.665563583,-0.019080516000000002,0.739795029,1.9723167419999998,25.0,7.0,7.0,4.3,59.9,26.0,38.0,0.0,91.0,99.0,19.4,61.0,91.0,91.0,0.6,615.592225,1811624.0,8.0,7.5,0.39899999999999997,7.7
113,Gambia,4.750599861,7.321814537000001,0.6931687,55.01201629999999,0.733163178,0.34319871700000004,0.6907178159999999,1.9723167419999998,8.0,0.0,1.0,2.4,61.1,262.0,3.0,0.0,97.0,71.0,27.3,5.0,96.0,97.0,1.7,7343.770473535714,12796652.364,7.3,7.2,0.45,8.9
114,Mali,4.729300021999999,7.629852295,0.7314689759999999,51.72698212,0.71156615,-0.044366925999999994,0.839328408,1.9723167419999998,5.0,1.0,1.0,0.6,58.2,266.0,52.0,0.0,64.0,215.0,23.8,84.0,66.0,64.0,1.5,729.725338,1746795.0,7.7,7.5,0.43799999999999994,8.4
115,Nigeria,4.724100113,8.57662487,0.73721689,49.86190796,0.759578407,0.033745807,0.861874342,1.9723167419999998,42.0,5.0,2.0,9.1,54.5,344.0,483.0,0.0,49.0,12423.0,25.4,747.0,49.0,49.0,3.7,2655.157977,181181744.0,9.8,9.7,0.525,10.0
116,Armenia,4.676799774,9.100476265,0.7574794290000001,66.75065613,0.7120178340000001,-0.13877961,0.7735447879999999,1.9723167419999998,21.0,179.0,11.0,3.8,74.8,118.0,1.0,0.0,94.0,33.0,54.9,1.0,96.0,94.0,0.1,369.65477599999997,291695.0,2.1,2.2,0.741,12.7
117,Georgia,4.672599792,9.226100922,0.629033029,64.49520874,0.8016415240000001,-0.22892037,0.665944695,1.9723167419999998,52.0,100.0,149.0,5.4,74.4,129.0,1.0,0.0,94.0,431.0,56.2,1.0,91.0,94.0,0.1,3764.6491200000005,37171.0,2.7,2.8,0.768,13.9
118,Iran,4.672399998,9.813719749,0.6946896909999999,66.00614929,0.647873282,0.11789110300000001,0.714635968,1.9723167419999998,0.0,0.0,0.0,0.0,75.5,83.0,18.0,0.0,98.0,615.0,59.7,21.0,98.0,98.0,0.1,7343.770473535714,12796652.364,8.5,8.6,0.774,14.8
119,Jordan,4.6333999630000005,9.025999069,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,1.9723167419999998,6.0,21.0,1.0,0.5,74.1,112.0,4.0,0.0,99.0,0.0,65.6,4.0,99.0,99.0,0.1,496.99275,915932.0,4.0,4.0,0.741,13.1
120,Mozambique,4.623600006,7.069345951,0.723874032,54.20582199,0.864451885,0.032375867999999995,0.683019102,1.9723167419999998,47.0,18.0,5.0,1.3,57.6,355.0,60.0,0.0,8.0,79.0,22.6,81.0,8.0,8.0,3.9,528.3125597,281691.0,3.6,3.5,0.414,9.1
121,Kenya,4.583000183,8.02977562,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,1.9723167419999998,58.0,22.0,2.0,1.8,63.4,249.0,54.0,0.0,89.0,95.0,22.0,75.0,83.0,89.0,2.8,1349.97144,47236259.0,7.8,7.6,0.55,11.1
122,Namibia,4.571100235,9.203141212,0.846880972,56.50148773,0.767520964,-0.18530646,0.8514497879999999,1.9723167419999998,376.0,3.0,1.0,6.8,65.8,248.0,2.0,0.0,92.0,212.0,35.7,3.0,92.0,92.0,2.1,4737.66996,2425561.0,8.2,8.1,0.637,11.7
123,Ukraine,4.56069994,9.010690689,0.878879368,64.60678101,0.663081884,-0.030933706000000002,0.920636714,1.9723167419999998,206.0,237.0,45.0,8.9,71.3,195.0,4.0,0.0,22.0,105.0,61.3,5.0,51.0,23.0,0.2,2124.662666,4515429.0,2.3,2.4,0.748,15.3
124,Liberia,4.557899952,7.054380417000001,0.70928055,56.09631348,0.735268712,0.04227322,0.8563759329999999,1.9723167419999998,19.0,152.0,2.0,3.1,61.4,259.0,8.0,0.0,52.0,1060.0,27.3,11.0,52.0,52.0,0.9,452.38717,4499621.0,6.5,6.4,0.42700000000000005,9.9
125,Palestinian Territories,4.552800179,8.389223099,0.825295925,62.25,0.645791829,-0.162079096,0.824199975,1.9723167419999998,112.98648648648648,77.83108108108108,54.945945945945944,5.0027027027027025,71.8109589041096,154.05479452054794,29.671232876712327,2.98804693369863,80.9051094890511,1824.2671232876712,42.298620689655166,39.21917808219178,83.5958904109589,83.75342465753425,0.7328767123287672,7343.770473535714,12796652.364,4.493103448275862,4.49448275862069,0.6994604316546762,13.14820143884892
126,Uganda,4.43200016,7.500389576,0.7649946209999999,55.70820236,0.7317139509999999,0.099487431,0.8367378120000001,1.9723167419999998,45.0,9.0,0.0,8.3,62.3,291.0,66.0,0.0,78.0,478.0,18.5,93.0,82.0,78.0,3.1,693.8963828999999,414487.0,5.6,5.6,0.488,10.0
127,Chad,4.422699928,7.467963696,0.632388055,48.22053909,0.587305248,0.017834719,0.8027608390000001,1.9723167419999998,15.0,1.0,1.0,0.4,53.1,356.0,46.0,0.0,46.0,418.0,19.1,77.0,52.0,46.0,2.8,777.248751,149413.0,8.5,8.4,0.39399999999999996,7.3
128,Tunisia,4.392199993,9.314972877999999,0.6887185570000001,66.89785767,0.593361557,-0.216413811,0.867590249,1.9723167419999998,51.0,3.0,20.0,1.3,75.3,1.0,3.0,0.0,98.0,16.0,61.2,3.0,98.0,98.0,0.1,3828.9158899999998,11273661.0,6.5,6.4,0.723,14.6
129,Mauritania,4.374599934,8.233919144,0.7908192279999999,57.01017761,0.551522553,-0.10600814199999999,0.746223509,1.9723167419999998,0.0,0.0,0.0,0.0,63.1,25.0,8.0,0.0,73.0,1.0,3.8,12.0,67.0,73.0,0.9,1158.256469,4182341.0,7.8,7.5,0.513,8.5
130,Sri Lanka,4.327000141,9.389969826,0.825374067,67.20006561,0.837633669,0.081129618,0.859001756,1.9723167419999998,16.0,104.0,0.0,2.2,71.8109589041096,154.05479452054794,29.671232876712327,2.98804693369863,80.9051094890511,1824.2671232876712,42.298620689655166,39.21917808219178,83.5958904109589,83.75342465753425,0.7328767123287672,7343.770473535714,12796652.364,4.493103448275862,4.49448275862069,0.6994604316546762,13.14820143884892
131,Congo,4.31099987,6.694256306000001,0.6721590159999999,52.90000153,0.700793564,0.083637655,0.809403598,1.9723167419999998,76.0,1.0,9.0,1.7,64.7,267.0,7.0,0.0,8.0,1359.0,27.4,10.0,8.0,8.0,2.8,7343.770473535714,12796652.364,7.5,7.1,0.59,11.1
132,Congo,4.31099987,6.694256306000001,0.6721590159999999,52.90000153,0.700793564,0.083637655,0.809403598,1.9723167419999998,76.0,1.0,9.0,1.7,59.8,258.0,236.0,0.0,81.0,5020.0,21.6,308.0,78.0,81.0,1.1,7343.770473535714,12796652.364,9.5,9.3,0.6994604316546762,13.14820143884892
133,Swaziland,4.3081002239999995,9.16267395,0.7702901959999999,51.18823624,0.646822274,-0.19920142,0.708263338,1.9723167419999998,90.0,2.0,2.0,4.7,58.9,373.0,2.0,0.0,9.0,0.0,32.3,3.0,84.0,9.0,7.1,3136.92511,131911.0,4.0,4.1,0.541,11.4
134,Myanmar,4.308000088,8.680481911000001,0.78440702,58.96171188,0.895075202,0.560663998,0.645124316,1.9723167419999998,5.0,1.0,0.0,0.1,66.6,199.0,39.0,0.0,89.0,6.0,23.8,50.0,89.0,89.0,0.3,1194.5913699999999,5243669.0,12.8,13.0,0.552,9.1
135,Comoros,4.288599968,7.833630085,0.625662446,57.34901047,0.547612607,0.09000840800000001,0.780622602,1.9723167419999998,1.0,3.0,1.0,0.1,63.5,227.0,1.0,0.0,91.0,0.0,24.2,2.0,92.0,91.0,0.8,727.6463868,777424.0,6.7,6.5,0.498,11.1
136,Togo,4.187200069,7.357711315,0.551312625,54.71989822,0.6498286129999999,0.002667875,0.7577334640000001,1.9723167419999998,36.0,2.0,19.0,1.3,59.9,287.0,13.0,0.0,88.0,20.0,24.3,20.0,88.0,88.0,1.0,551.138346,741682.0,6.5,6.2,0.484,12.0
137,Ethiopia,4.186200142,7.5093855860000005,0.743307352,58.63959122,0.740795195,0.043377332000000005,0.7536900040000001,1.9723167419999998,20.0,3.0,0.0,0.7,64.8,225.0,136.0,0.0,77.0,17745.0,17.6,194.0,75.0,77.0,0.6,645.4637627000001,9987333.0,1.4,1.2,0.441,8.4
138,Madagascar,4.165599823,7.281685829,0.668195903,59.10542679,0.5575740929999999,-0.011823638999999999,0.8174856309999999,1.9723167419999998,26.0,15.0,4.0,0.8,65.5,22.0,28.0,0.0,69.0,3.0,2.5,38.0,71.0,69.0,0.3,41.8575951,2423488.0,7.1,7.1,0.511,10.3
139,Egypt,4.151400089,9.316541672,0.7354478240000001,61.78015137,0.708354175,-0.196878314,0.787726879,1.9723167419999998,6.0,4.0,1.0,0.2,79.0,159.0,51.0,0.0,93.0,5432.0,61.1,60.0,93.0,93.0,0.1,7343.770473535714,12796652.364,2.8,2.8,0.688,13.1
140,Sierra Leone,3.926399946,7.26880312,0.636142015,50.86514282,0.715315044,0.088660747,0.861330688,1.9723167419999998,25.0,3.0,2.0,6.7,51.0,413.0,22.0,0.0,86.0,607.0,24.4,30.0,86.0,86.0,0.5,587.538233,723725.0,7.4,7.3,0.431,9.5
141,Burundi,3.775300026,6.492642403,0.490325719,53.40000153,0.626350224,-0.017551597,0.606934547,1.9723167419999998,88.0,0.0,0.0,6.3,59.6,288.0,21.0,0.0,94.0,9.0,18.7,31.0,94.0,94.0,0.7,33.681222999999996,119927.0,7.3,7.2,0.406,10.6
142,Zambia,3.759399891,8.224720001,0.698824465,55.29937744,0.806500256,0.078037128,0.801289678,1.9723167419999998,32.0,19.0,4.0,2.5,61.8,33.0,27.0,0.0,9.0,9.0,23.4,40.0,9.0,9.0,4.1,1313.889646,161587.0,6.3,6.1,0.5760000000000001,12.5
143,Haiti,3.720799923,7.411329268999999,0.593247831,55.59862518,0.537825167,0.40053457,0.6847672459999999,1.9723167419999998,1.0,326.0,1.0,5.9,63.5,24.0,14.0,0.0,6.0,0.0,49.9,18.0,56.0,6.0,0.5,814.5463952,171161.0,3.9,3.9,0.49,9.1
144,Lesotho,3.6528000830000003,7.9604883189999995,0.7804957029999999,48.00362396,0.738125861,-0.145732045,0.857392073,1.9723167419999998,82.0,29.0,0.0,2.8,53.7,484.0,4.0,0.0,93.0,0.0,32.6,6.0,9.0,93.0,9.3,173.82893,2174645.0,5.5,5.3,0.495,10.7
145,India,3.573299885,8.849823952000001,0.592200935,60.21518707,0.8814448709999999,0.057551607000000005,0.772042692,1.9723167419999998,9.0,114.0,0.0,2.2,68.3,181.0,910.0,0.0,87.0,90387.0,18.7,1100.0,86.0,87.0,0.2,1613.1887800000002,1395398.0,26.7,27.3,0.615,11.6
146,Malawi,3.538000107,7.062226295,0.544007301,57.59288788,0.803223193,0.021433279,0.731700778,1.9723167419999998,8.0,11.0,1.0,1.5,58.3,365.0,26.0,0.0,88.0,0.0,19.6,38.0,88.0,88.0,4.8,362.65754439999995,1757367.0,6.4,6.2,0.473,10.8
147,Yemen,3.5274000169999997,7.759682655,0.817980587,56.72728348,0.599920273,-0.157735437,0.800287724,1.9723167419999998,6.0,0.0,0.0,0.1,65.7,224.0,37.0,0.0,69.0,468.0,41.3,47.0,63.0,69.0,0.1,7343.770473535714,12796652.364,13.6,13.4,0.499,9.0
148,Botswana,3.4788999560000002,9.711203575,0.7791217570000001,58.92445374,0.8213281040000001,-0.250394493,0.777930915,1.9723167419999998,173.0,35.0,35.0,5.4,65.7,256.0,2.0,0.0,95.0,0.0,37.9,2.0,96.0,95.0,2.2,6532.651,229197.0,6.4,6.1,0.698,12.6
149,Tanzania,3.4762001039999997,7.967665195,0.6889331940000001,57.49607468,0.82153976,0.10966868699999999,0.619799435,1.9723167419999998,36.0,6.0,1.0,5.7,61.8,279.0,85.0,0.0,98.0,30.0,23.8,119.0,96.0,98.0,1.4,7343.770473535714,12796652.364,6.7,6.5,0.6994604316546762,13.14820143884892
150,Central African Republic,3.475899935,6.625160217,0.31945985600000004,45.20000076,0.640880644,0.082410358,0.891806662,1.9723167419999998,17.0,2.0,1.0,1.8,52.5,397.0,15.0,0.0,47.0,150.0,22.7,21.0,47.0,47.0,4.4,348.381417,45461.0,8.2,8.2,0.34700000000000003,7.1
151,Rwanda,3.312299967,7.600104332000001,0.54083544,61.09884644,0.9005894059999999,0.055483952,0.183541179,1.9723167419999998,43.0,2.0,0.0,6.8,66.1,227.0,11.0,0.0,98.0,1.0,21.4,15.0,99.0,98.0,0.4,71.34839699999999,11629553.0,5.7,5.7,0.493,10.8
152,Zimbabwe,3.2992000580000003,7.865711688999999,0.7630927559999999,55.61725998,0.711457908,-0.072063953,0.81023699,1.9723167419999998,64.0,18.0,4.0,4.7,67.0,336.0,22.0,0.0,87.0,0.0,31.8,32.0,88.0,87.0,6.2,118.69383,15777451.0,5.6,5.5,0.507,10.3
153,South Sudan,2.8166000839999996,7.425359726,0.553707123,51.0,0.451313615,0.016518548,0.7634173040000001,1.9723167419999998,112.98648648648648,77.83108108108108,54.945945945945944,5.0027027027027025,57.3,332.0,26.0,0.0,31.0,878.0,42.298620689655166,39.0,41.0,31.0,3.4,758.725782,11882136.0,4.493103448275862,4.49448275862069,0.42100000000000004,4.9
154,Afghanistan,2.566900015,7.4628605839999995,0.470366955,52.59000015,0.39657300700000003,-0.0964294,0.9336865540000001,1.9723167419999998,0.0,0.0,0.0,0.0,65.0,263.0,62.0,71.27962362,65.0,1154.0,19.1,83.0,6.0,65.0,0.1,584.2592099999999,33736494.0,17.2,17.3,0.479,10.1
